87 	26
73 	11
31 	14
86 	33
102 	32
87 	25
81 	16
87 	24
87 	28
105 	34
87 	22
79 	8
87 	26
87 	33
87 	33
69 	11
52 	54
105 	46
85 	24
87 	25
77 	28
87 	10
105 	36
70 	11
95 	36
87 	29
81 	15
84 	15
87 	15
72 	34
87 	39
75 	15
85 	23
80 	30
72 	15
87 	32
88 	43
87 	12
87 	25
60 	18
97 	25
76 	13
87 	14
86 	34
104 	24
85 	11
87 	9
141 	35
90 	42
83 	12
87 	16
72 	20
73 	39
83 	19
33 	12
87 	10
87 	14
44 	34
113 	44
86 	32
72 	14
12 	57
87 	22
72 	49
87 	14
79 	11
71 	16
87 	15
80 	19
40 	35
87 	32
69 	12
106 	19
83 	34
57 	36
83 	43
87 	10
73 	12
86 	15
99 	22
117 	30
87 	25
87 	33
87 	11
87 	32
87 	22
88 	35
79 	31
87 	20
133 	10
87 	15
87 	19
133 	36
86 	11
106 	21
85 	16
87 	32
87 	28
87 	23
86 	32
101 	15
87 	26
84 	7
87 	34
87 	18
32 	53
70 	11
69 	29
87 	29
87 	27
88 	26
113 	50
73 	15
87 	25
69 	32
87 	18
95 	32
84 	24
117 	49
84 	14
87 	29
70 	35
87 	20
52 	42
87 	23
81 	34
87 	21
87 	22
69 	32
31 	12
92 	11
85 	26
126 	12
70 	17
88 	28
87 	35
87 	24
88 	17
47 	54
58 	56
87 	28
86 	13
87 	14
81 	29
87 	21
87 	11
87 	29
87 	40
72 	24
87 	19
78 	20
84 	18
71 	35
70 	9
76 	9
84 	36
87 	19
87 	34
71 	32
87 	28
83 	38
87 	10
15 	56
80 	18
136 	8
89 	12
114 	36
86 	12
83 	15
87 	13
87 	24
81 	34
86 	21
25 	34
86 	10
87 	22
85 	41
70 	25
75 	14
87 	24
87 	16
69 	20
86 	35
87 	26
87 	22
83 	7
30 	14
87 	22
73 	8
106 	40
86 	31
54 	12
85 	22
72 	10
65 	32
85 	14
87 	21
86 	15
71 	20
57 	14
87 	22
87 	17
72 	21
87 	19
87 	30
86 	44
87 	25
87 	25
85 	16
78 	20
87 	35
78 	20
86 	36
87 	22
87 	36
58 	35
31 	10
87 	17
87 	25
111 	39
40 	43
102 	39
87 	27
41 	49
70 	41
87 	19
87 	45
87 	12
84 	37
70 	43
34 	11
87 	15
87 	11
29 	16
115 	29
66 	16
87 	18
87 	10
62 	53
55 	13
87 	28
112 	42
89 	43
32 	10
89 	44
77 	35
71 	12
79 	13
71 	14
76 	33
77 	44
133 	48
87 	22
55 	41
122 	36
49 	43
83 	39
44 	37
80 	33
36 	48
28 	30
87 	13
87 	30
143 	32
27 	38
80 	19
24 	37
80 	12
87 	23
87 	24
85 	26
88 	22
87 	37
87 	29
81 	11
87 	33
87 	21
81 	32
87 	24
73 	41
87 	33
87 	39
86 	18
87 	19
25 	24
42 	54
86 	36
98 	44
86 	18
86 	15
71 	36
24 	35
89 	33
35 	12
91 	25
76 	16
87 	32
87 	25
74 	17
79 	11
39 	36
86 	38
86 	21
27 	13
85 	22
87 	28
87 	32
87 	14
87 	29
87 	16
76 	32
71 	9
74 	16
87 	22
31 	9
75 	14
48 	34
87 	26
130 	36
77 	18
87 	32
75 	31
80 	20
86 	12
87 	19
83 	23
87 	20
71 	13
86 	38
21 	25
87 	29
66 	43
87 	25
27 	53
85 	7
86 	39
85 	21
75 	11
86 	44
39 	35
86 	26
86 	18
96 	22
86 	13
109 	25
70 	15
87 	31
87 	27
87 	30
82 	18
87 	15
80 	12
79 	15
77 	19
79 	11
84 	46
135 	47
143 	7
84 	15
87 	10
74 	9
70 	29
87 	24
42 	11
88 	31
87 	20
87 	32
88 	27
27 	9
70 	13
87 	24
87 	21
83 	16
86 	9
68 	10
30 	10
87 	15
87 	31
86 	18
85 	8
87 	22
63 	42
80 	42
33 	34
77 	20
87 	23
27 	9
133 	24
109 	43
84 	26
69 	9
77 	19
86 	38
83 	28
86 	18
86 	39
55 	36
35 	53
87 	41
86 	32
96 	44
87 	24
65 	14
122 	9
78 	34
86 	34
87 	23
69 	38
72 	19
85 	25
134 	35
60 	36
114 	50
30 	33
87 	26
85 	25
29 	10
66 	35
70 	23
77 	11
31 	11
87 	34
84 	22
76 	28
85 	17
86 	43
87 	36
61 	41
60 	38
87 	29
77 	30
144 	36
73 	11
87 	37
70 	15
87 	40
68 	36
87 	25
85 	16
87 	29
87 	40
86 	22
87 	25
87 	23
86 	34
36 	53
70 	13
86 	17
96 	34
73 	45
51 	54
33 	19
89 	48
82 	18
79 	25
104 	18
88 	21
86 	31
85 	35
87 	24
86 	36
87 	24
87 	23
81 	33
112 	38
75 	39
47 	25
88 	25
88 	24
86 	18
87 	11
87 	43
91 	36
73 	14
86 	33
143 	7
87 	30
69 	8
87 	16
56 	35
85 	38
71 	36
87 	24
87 	21
115 	39
88 	21
87 	22
91 	29
87 	23
84 	8
87 	26
103 	26
57 	56
87 	22
87 	23
86 	11
85 	25
87 	23
87 	13
95 	28
72 	33
87 	34
87 	14
78 	32
86 	45
82 	38
41 	34
87 	46
86 	9
148 	37
87 	24
87 	16
71 	10
49 	22
87 	35
87 	16
52 	33
76 	32
83 	17
46 	54
83 	34
76 	27
56 	55
85 	24
73 	35
87 	26
88 	27
87 	26
87 	15
134 	37
123 	40
85 	15
37 	36
76 	20
113 	43
88 	24
84 	26
86 	15
87 	42
86 	20
87 	40
33 	11
76 	18
87 	32
79 	38
86 	17
86 	44
75 	34
81 	8
71 	29
81 	19
88 	30
87 	27
78 	17
111 	36
87 	27
87 	33
87 	20
70 	35
87 	34
84 	18
87 	31
86 	42
20 	33
87 	28
15 	40
70 	9
120 	32
77 	20
86 	43
88 	36
70 	28
85 	20
87 	36
87 	10
81 	36
87 	18
82 	12
77 	20
131 	38
86 	42
87 	23
23 	54
73 	13
72 	10
130 	36
87 	31
87 	23
25 	36
87 	37
87 	13
86 	42
39 	25
86 	35
86 	38
109 	21
87 	18
87 	24
62 	33
87 	24
87 	12
74 	36
85 	24
87 	33
86 	16
100 	37
86 	45
87 	32
80 	12
87 	39
87 	26
77 	31
87 	34
87 	42
75 	21
41 	12
87 	26
87 	36
100 	22
87 	33
83 	17
39 	7
87 	18
83 	16
77 	32
85 	21
84 	48
74 	20
53 	12
87 	14
31 	36
86 	15
87 	10
71 	34
85 	25
58 	36
66 	36
87 	25
82 	15
97 	33
76 	48
75 	17
68 	43
87 	44
117 	31
70 	25
37 	36
90 	16
87 	31
87 	25
125 	9
43 	54
86 	46
86 	19
87 	41
108 	43
87 	37
87 	13
87 	34
87 	26
87 	32
101 	26
75 	13
87 	23
87 	33
80 	12
75 	47
84 	6
81 	19
86 	11
73 	35
87 	15
79 	11
87 	24
80 	8
87 	22
87 	21
87 	36
84 	35
134 	10
67 	35
89 	42
31 	14
87 	34
112 	35
85 	17
134 	17
84 	17
30 	10
85 	25
86 	17
81 	46
85 	10
86 	15
87 	17
87 	15
66 	16
43 	33
87 	24
104 	27
87 	35
33 	12
70 	26
87 	20
47 	20
85 	46
87 	35
87 	22
87 	21
87 	12
134 	40
87 	40
87 	36
87 	25
68 	36
83 	15
71 	29
87 	24
76 	9
38 	10
88 	31
109 	18
95 	39
86 	19
80 	33
59 	13
32 	10
86 	8
87 	21
71 	30
83 	26
71 	31
87 	15
83 	11
87 	25
85 	19
87 	29
84 	8
87 	27
87 	30
33 	12
87 	13
70 	15
71 	24
87 	28
146 	36
84 	26
81 	34
87 	12
83 	20
108 	15
87 	13
86 	32
95 	36
86 	23
87 	12
87 	40
87 	31
38 	11
25 	15
87 	29
76 	19
86 	37
94 	33
110 	48
86 	15
77 	11
87 	26
87 	33
70 	30
86 	10
87 	29
73 	35
59 	9
140 	35
87 	11
110 	34
85 	14
136 	7
74 	33
26 	28
105 	42
110 	43
30 	10
83 	14
94 	34
86 	23
87 	28
94 	34
134 	28
71 	10
35 	29
32 	39
86 	18
75 	17
87 	25
85 	15
87 	29
86 	19
86 	36
44 	40
122 	35
37 	35
38 	53
87 	24
87 	38
81 	18
72 	40
83 	15
83 	7
87 	19
34 	12
82 	14
87 	32
87 	28
56 	56
112 	44
87 	19
87 	30
87 	14
